Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,FPR,FNR,Experiment,Run Signature,Evaluation Metric,best_epoch
bert-base-uncased,0.7666666666666667,0.875,0.7368421052631579,0.8,0.8325358851674641,0.18181818181818182,0.2631578947368421,prefinal-bert-base-uncased,"model(mn=bert-base-uncased,mmn=loss,e=10,bs=8,ebs=8,lr=5e-05,wd=0.01,esp=3,est=0.001);dataset(dn=recovery,tp=0.7,vp=0.15);pipeline([truncation(f=0.1,tt=top),noise_reduction(),bert_base_uncased_encoder(t=bert-base-uncased,t=true,p=max_length,tml=512,isiw=false)])",false_positives_rate,4.0
distilbert-base-uncased,0.3333333333333333,0.0,0.0,0.0,0.545,0.0,1.0,prefinal-distillibert-base-uncased,"model(mn=distilbert-base-uncased,mmn=loss,e=10,bs=8,ebs=8,lr=5e-05,wd=0.01,esp=3,est=0.001);dataset(dn=recovery,tp=0.7,vp=0.15);pipeline([truncation(f=0.1,tt=top),noise_reduction(),distillibert_encoder(t=distilbert-base-uncased,t=true,p=max_length,tml=512,isiw=false)])",false_positives_rate,1.0
