Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,FPR,FNR,Experiment,Run Signature,Run ID,Evaluation Metric,best_epoch
bert-base-uncased,0.9666666666666667,0.9857142857142858,0.9452054794520548,0.965034965034965,0.9940402063689735,0.012987012987012988,0.0547945205479452,prefinal-bert-base-uncased,"model(mn=bert-base-uncased,mmn=loss,e=10,bs=8,ebs=8,lr=5e-05,wd=0.01,esp=3,est=0.01);dataset(dn=isot,tp=0.7,vp=0.15);pipeline([truncation(f=0.1,tt=top),noise_reduction(),bert_base_uncased_encoder(t=bert-base-uncased,t=true,p=max_length,tml=512,isiw=false)])",5ab18520410c4e7ab95591ee9e6eff63,precision,4.0
distilbert-base-uncased,0.9933333333333333,1.0,0.9859154929577465,0.9929078014184397,0.9994651453021929,0.0,0.014084507042253521,prefinal-distillibert-base-uncased,"model(mn=distilbert-base-uncased,mmn=loss,e=10,bs=8,ebs=8,lr=5e-05,wd=0.01,esp=3,est=0.001);dataset(dn=isot,tp=0.7,vp=0.15);pipeline([truncation(f=0.1,tt=top),noise_reduction(),distillibert_encoder(t=distilbert-base-uncased,t=true,p=max_length,tml=512,isiw=false)])",4b1c5f09c31a402f8871367aaf76f380,precision,7.0
