Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,FPR,FNR,Experiment,Run Signature,Evaluation Metric,best_epoch
bert-base-uncased,0.8,0.8888888888888888,0.8,0.8421052631578947,0.8,0.2,0.2,prefinal-bert-base-uncased,"model(mn=bert-base-uncased,mmn=loss,e=10,bs=8,ebs=8,lr=5e-05,wd=0.01,esp=3,est=0.01);dataset(dn=czechdataset,tp=0.7,vp=0.15);pipeline([truncation(f=0.1,tt=top),noise_reduction(),bert_base_uncased_encoder(t=bert-base-uncased,t=true,p=max_length,tml=512,isiw=false)])",loss,5.0
distilbert-base-uncased,0.8,0.7777777777777778,0.875,0.8235294117647058,0.9464285714285714,0.2857142857142857,0.125,prefinal-distillibert-base-uncased,"model(mn=distilbert-base-uncased,mmn=loss,e=10,bs=8,ebs=8,lr=5e-05,wd=0.01,esp=3,est=0.001);dataset(dn=czechdataset,tp=0.7,vp=0.15);pipeline([truncation(f=0.1,tt=top),noise_reduction(),distillibert_encoder(t=distilbert-base-uncased,t=true,p=max_length,tml=512,isiw=false)])",loss,8.0
